AccountBlocked	Accidentally blocked number
AccountBlocked	Blocked account
AccountBlocked	Good morning, my account status is saying blocked
AccountBlocked	How do I unblock an inmate if they was blocked by phone
AccountBlocked	I have deleted my account and having trouble re-signing up?
AccountBlocked	Inbound connect not working
AccountBlocked	It says blocked on my account can I not add funds.
AccountBlocked	My account is blocked and I don't know why
AccountBlocked	My account says blocked and no funds are on the account but it shows it went thru on my debit card
AccountBlocked	my portal access has been turned off and it said to contact administrator
AccountBlocked	Unblock account
AccountBlocked	Why does my account say blocked
AccountBlocked	Why is my account showing a different number instead of the one on the profile
AccountBlocked	Why was my account closed
AccountClose	Cancel my account
AccountClose	delete account
AccountClose	I have 2 different accounts. I need to delete one of them
AccountClose	My account says closed, but I didn't close it
AccountForgotEmailAddress	Can't find my email
AccountForgotEmailAddress	i am trying to get logged in with the email i used for jpay but even when i do forgot password it says there is an error logging in
AccountForgotEmailAddress	I need to change my email
AccountForgotEmailAddress	My phone number is on another account I don't have access to. I need it on my account
AccountGovernmentID	change the last name on my account
AccountLoginIssues	Can't access account
AccountLoginIssues	Hello. I just created an account and it is not letting me log in. It keeps saying “username or password is invalid.”
AccountLoginIssues	I can't sign in to email my inmate
AccountLoginIssues	It wont let me log in ive changed my password twice qaudruaple checked spelling
AccountLoginIssues	Will not allow me to login to account. Email address is melmlockwood@gmail.com - when I select request password it gives me a try again later message.
AccountOpen	Can't create account
AccountOpen	Hi I'm trying to create an account
AccountOpen	I am trying to setup an account and it is asking for my 4 digit code i dont have one
AccountOpen	I'm trying to set up an account but it's telling me that my number is not valid
AccountOpen	Unable to create an account
AccountOpen	How to make phone calls private
AccountOpen	opening my account
AccountOpenError	Error with advance account signup
AccountOpenError	I can't create an account to set up on-site visitation. It won't verify my phone number. I was able to do this before I got my new phone. Is my phone number verification linked with my Google account? If so, my phone number is incorrect on there too, and I can't fix that either.
AccountOpenError	I try to create an account and it says my number is already used. I haven't used this service before
AccountOpenError	im trying to setup account and getting errors
AccountPasswordReset	can't log in
AccountPasswordReset	Hi it's not letting me login
AccountPasswordReset	I can't login
AccountPasswordReset	I need my password reset I called but they never sent the link I can't log into that email no more my name is Destiny Jeffrey phone number 863-358-7223-10. 1126. I have a visitation upcoming for frostproof I can't login
AccountPasswordReset	Logging in
AccountPasswordReset	My password is not working and I literally just made this account tf
